value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,tas,ann_agg
301.7148765822625,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.7148765822625
299.8414856909836,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.8414856909836
300.46097710111553,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,300.46097710111553
290.68476774245954,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,290.68476774245954
293.59942073488685,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.59942073488685
281.662377966576,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.662377966576
275.5848588883193,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,275.5848588883193
280.88794558966123,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.88794558966123
275.7743520888619,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,275.7743520888619
289.85205134379464,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.85205134379464
301.02328893762154,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,,301.02328893762154
301.9115100073839,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.9115100073839
301.63013898300187,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,301.63013898300187
300.3835131087625,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,300.3835131087625
298.5881318774309,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.5881318774309
295.88592922513016,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,295.88592922513016
297.1244998234835,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,297.1244998234835
298.5911834220757,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.5911834220757
258.5253065977471,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.5253065977471
272.9382595144692,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.9382595144692
268.39167220088547,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,268.39167220088547
265.0152186380258,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,265.0152186380258
287.97129281420206,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,287.97129281420206
280.61966090148627,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.61966090148627
273.0950854323285,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,273.0950854323285
287.91717170666044,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.91717170666044
301.01445363711434,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,301.01445363711434
299.0642402344577,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.0642402344577
300.4877237139105,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.4877237139105
300.09194982346185,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,300.09194982346185
297.0278000859758,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,297.0278000859758
293.51237828144605,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.51237828144605
288.4495022031269,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.4495022031269
287.20247664051203,2006,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.20247664051203
267.7619878398777,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,267.7619878398777
265.2896678394319,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,265.2896678394319
279.5325911318227,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,279.5325911318227
284.1969068549735,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,284.1969068549735
285.08961429631694,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,285.08961429631694
292.3223843691616,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,292.3223843691616
299.92810086555585,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,299.92810086555585
299.3806480175204,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,299.3806480175204
297.5206138560428,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,297.5206138560428
301.1479371263624,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.1479371263624
299.34421202026584,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.34421202026584
299.7011053893514,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,299.7011053893514
290.0881293299619,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,290.0881293299619
293.8209857889451,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.8209857889451
281.1722894095894,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.1722894095894
275.2751138455228,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,275.2751138455228
280.7276276061432,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.7276276061432
275.64967751361587,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,275.64967751361587
289.5770980316732,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.5770980316732
300.5218607585781,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,,300.5218607585781
301.5292504332069,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.5292504332069
301.04681315009185,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,301.04681315009185
300.24731076603484,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,300.24731076603484
298.2944826389636,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.2944826389636
295.21941342037604,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,295.21941342037604
296.59265550031296,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,296.59265550031296
298.601026567171,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.601026567171
259.5752478612538,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,259.5752478612538
273.98443448069514,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,273.98443448069514
270.3967446921408,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,270.3967446921408
266.8202984429815,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,266.8202984429815
288.0214957563516,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,288.0214957563516
280.4609524827642,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.4609524827642
272.41223205568025,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,272.41223205568025
287.5859657700018,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.5859657700018
300.89303080395365,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,300.89303080395365
299.26627219751435,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.26627219751435
300.4064725925156,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.4064725925156
299.9089792955383,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,299.9089792955383
296.9906804139558,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,296.9906804139558
293.56823355838384,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.56823355838384
288.65745588763053,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.65745588763053
287.19754465143296,2007,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.19754465143296
268.7641663069185,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,268.7641663069185
265.64143397090737,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,265.64143397090737
279.79423857940725,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,279.79423857940725
284.3570705575557,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,284.3570705575557
285.3693938735112,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,285.3693938735112
292.11425691158496,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,292.11425691158496
300.2001245253033,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,300.2001245253033
299.6295167582669,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,299.6295167582669
297.69198992761585,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,297.69198992761585
301.1074581802868,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.1074581802868
299.0799820445138,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.0799820445138
300.12034713401346,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,300.12034713401346
290.35028384067897,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,290.35028384067897
293.67961816986275,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.67961816986275
281.4735377025428,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.4735377025428
275.57207810740726,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,275.57207810740726
280.3279834211567,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.3279834211567
274.5606281138912,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,274.5606281138912
289.9351420133825,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.9351420133825
301.23614890460175,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,,301.23614890460175
301.54475190166994,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.54475190166994
301.01081582596174,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,301.01081582596174
300.38563939134883,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,300.38563939134883
298.5068033008025,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.5068033008025
295.45446172009247,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,295.45446172009247
296.8189566896697,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,296.8189566896697
298.55410882620305,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.55410882620305
258.94528919067824,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.94528919067824
272.7643719688064,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.7643719688064
269.0300580773823,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,269.0300580773823
266.4009377521673,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,266.4009377521673
288.221426929757,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,288.221426929757
280.49904244238286,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.49904244238286
272.74421353493204,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,272.74421353493204
288.0583376710076,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Asia,EAS,,288.0583376710076
301.68274118640903,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,301.68274118640903
299.17682490379525,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.17682490379525
300.3969040343106,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.3969040343106
300.2001666514893,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,300.2001666514893
297.48610817885816,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,297.48610817885816
293.9253344145829,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,293.9253344145829
288.921760365615,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.921760365615
287.9916431056674,2008,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.9916431056674
268.2888345928904,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,268.2888345928904
266.3447009667652,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,266.3447009667652
279.5705960252706,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,279.5705960252706
283.83697150174663,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,283.83697150174663
284.7353430840011,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,284.7353430840011
292.08906296020115,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,292.08906296020115
299.934516582422,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,299.934516582422
299.38877996538423,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,299.38877996538423
298.2817907210702,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,298.2817907210702
301.7773130609151,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.7773130609151
299.6386610761825,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.6386610761825
300.6876421563998,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,300.6876421563998
290.1791113138863,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,290.1791113138863
293.9361489383196,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.9361489383196
281.0306455562982,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.0306455562982
275.468570414114,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,275.468570414114
280.74286406551334,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,280.74286406551334
274.4921891598936,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,274.4921891598936
289.6641007665448,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.6641007665448
300.8468470457958,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,,300.8468470457958
301.5231916804107,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,301.5231916804107
301.068877799508,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,301.068877799508
300.48689581589,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,300.48689581589
298.6868239824657,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,298.6868239824657
295.1400311798846,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,295.1400311798846
297.0450647524413,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,297.0450647524413
298.7570586124661,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.7570586124661
258.4684978963897,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.4684978963897
272.847332257253,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,272.847332257253
269.332436776492,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,269.332436776492
265.94354109099737,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,265.94354109099737
287.3885549652031,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,287.3885549652031
280.1875080011209,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.1875080011209
273.0217018107281,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,273.0217018107281
287.5594684617433,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Asia,EAS,,287.5594684617433
301.1927839774822,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,301.1927839774822
299.0946882243778,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.0946882243778
300.54557736706187,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.54557736706187
299.69503917383554,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,299.69503917383554
296.6546105084725,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,296.6546105084725
294.1699650643669,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,E.Australia,EAU,,294.1699650643669
288.28826376181365,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,S.Australia,SAU,,288.28826376181365
287.1270705145898,2009,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,New-Zealand,NZ,,287.1270705145898
267.7273910342669,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.W.North-America,NWN,,267.7273910342669
266.7873055373611,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,N.E.North-America,NEN,,266.7873055373611
278.7619930783154,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,W.North-America,WNA,,278.7619930783154
284.07846160328086,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,C.North-America,CNA,,284.07846160328086
285.1571075189408,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,NORTH-AMERICA,Land,E.North-America,ENA,,285.1571075189408
292.2328354722303,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,N.Central-America,NCA,,292.2328354722303
300.11177431128385,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land,S.Central-America,SCA,,300.11177431128385
299.3875922779642,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,,299.3875922779642
298.06644942380746,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.W.South-America,NWS,,298.06644942380746
301.29368883358126,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.South-America,NSA,,301.29368883358126
299.5539891093011,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,N.E.South-America,NES,,299.5539891093011
300.1193369250111,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,,300.1193369250111
290.5540054814606,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.W.South-America,SWS,,290.5540054814606
293.13868474666293,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.E.South-America,SES,,293.13868474666293
281.9217855783762,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,SOUTH-AMERICA,Land,S.South-America,SSA,,281.9217855783762
274.8166589911984,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,N.Europe,NEU,,274.8166589911984
279.6934225705233,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,West&Central-Europe,WCE,,279.6934225705233
275.1226130948224,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE,Land,E.Europe,EEU,,275.1226130948224
289.47488542266456,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,,289.47488542266456
301.0738408004773,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Sahara,SAH,,301.0738408004773
302.2481975614808,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Western-Africa,WAF,,302.2481975614808
302.09212539600406,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Central-Africa,CAF,,302.09212539600406
301.0884698415471,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,N.Eastern-Africa,NEAF,,301.0884698415471
299.18009660752165,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,S.Eastern-Africa,SEAF,,299.18009660752165
295.3057276828394,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,W.Southern-Africa,WSAF,,295.3057276828394
297.454830988824,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,E.Southern-Africa,ESAF,,297.454830988824
298.9792753967626,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,AFRICA,Land,Madagascar,MDG,,298.9792753967626
258.50066089811145,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Arctic,RAR,,258.50066089811145
273.4095658292212,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.Siberia,WSB,,273.4095658292212
269.857975752742,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Siberia,ESB,,269.857975752742
266.5072329790762,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Russian-Far-East,RFE,,266.5072329790762
288.1551716192949,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,W.C.Asia,WCA,,288.1551716192949
280.58909200328725,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.C.Asia,ECA,,280.58909200328725
273.2323053251428,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Tibetan-Plateau,TIB,,273.2323053251428
288.5610651635778,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,E.Asia,EAS,,288.5610651635778
301.5178460674901,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,Arabian-Peninsula,ARP,,301.5178460674901
299.5193453942095,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land,S.Asia,SAS,,299.5193453942095
300.7155063861911,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,ASIA,Land-Ocean,S.E.Asia,SEA,,300.7155063861911
300.53752898735434,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,N.Australia,NAU,,300.53752898735434
296.9397839426853,2010,GISS-E2-1-G,historical,r1i1p1f1,tas,OCEANIA,Land,C.Australia,CAU,,296.9397839426853
