value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,pr
2.022927449565854e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.2978815766485456e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.387605965149139e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.599061103971895e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.6346479382488965e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.917688864069747e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
3.554348121085265e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.55908576471899e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.2628434683972775e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.067389002810495e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.88460171211051e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.1476745700218296e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.8931948554171775e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.6926115083616962e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
3.2983925866328754e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.6573996071936552e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.134793069223137e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.4305477897476101e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.931593976092073e-06,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.8834152969693165e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.577511767002336e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.539261539847172e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.6094598689009366e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.3496173742239206e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.6659495026302705e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.2543953580742556e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.344814365230318e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.792349920322999e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.538198745993115e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.059989824954794e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.5247011439316301e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.3243208865508603e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.453646768297589e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.258846508283816e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Asia,EAS,
3.5802727370018266e-06,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
4.385692247147263e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.983317138393007e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.324129344405177e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.4917655589090291e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.8819509546875037e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.106172442364796e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.426831979355012e-05,2007,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.067248160285873e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.895008640665424e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
1.9957025038598645e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.41196460060436e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.674970593368679e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.0983577551083424e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
4.077187939658397e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.898619356935129e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.617011124810666e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
6.522953183251671e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.581871962369506e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.7514013238505575e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.836724134307574e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.360290534521477e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.802832703740476e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.993900573736291e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.6935126947258494e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.039769013467871e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.3163765272166758e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.2390849870831235e-06,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.426539849166887e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.832690401496244e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.8539687495850928e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.0799926956714144e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.5876042522340323e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.78116296792554e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.222570909859171e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1958251989608226e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.7922383481119613e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.510890805945912e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.3226664277574446e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.1319428038046755e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.256658319525292e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.67707396692052e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.09922799836537e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Asia,EAS,
3.8068035946011167e-06,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.824715600462789e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.812883934746785e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.813005827154354e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.509868350908101e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.5860071108837907e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.3822525482732906e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.7739217921037964e-05,2008,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0357090847044797e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.8437016212764763e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.4623107706703593e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.339939514717556e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.773720110198692e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.1159395581980708e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.584814116512638e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.591938602084544e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.453936404203062e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.847308635201567e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
5.407803923568645e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
4.359939921107993e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.697228933858036e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.1911993809702878e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.6886705952939538e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.9971929492836233e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.4657029601274158e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.1118869725132364e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.3156560514428006e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.4285146633639656e-06,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.641600062553739e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.7753347350587064e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.621414567057599e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.0089422301528965e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.8873009911442517e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
3.1136294769494635e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.079409608326902e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.316147026126811e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.65807501151132e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4142186880514352e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.6853631970298987e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.1351505942658102e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.1350336638500656e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.6375036442595734e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.876347396988256e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Asia,EAS,
2.9698370295327726e-06,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.7625895526187405e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.494157275942348e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
4.168423201857775e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.5921255239617604e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.82296458776287e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.4749510580328633e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.6584826281654434e-05,2009,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0233412405683318e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.8713471334735e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.6668446786071772e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
3.413078387046492e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.4045839452931086e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.8625183339430336e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.657261048449033e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.2883075791365484e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
5.783493126280045e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.471356153379137e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.219223163417557e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.769853144994591e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.6859971077264646e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.8102288237572397e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.51214013335649e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.969881990043314e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.8447864195569103e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.2853477266967568e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.596558671334771e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.85885632691005e-06,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.0102762884305282e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.500924796084985e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.5559669376340768e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.6429396600645666e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.6000825185848305e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.1376652379534078e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.542710888386131e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.3091043727116175e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.678713127712009e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4876248051684627e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.2390600283785885e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.379559620557522e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2611481313969919e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.6061396576844318e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.831110578545178e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Asia,EAS,
6.557699189286334e-06,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.4889768878041467e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.005429234375649e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.089720217702285e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
9.285304307333559e-06,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.39099824565243e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.7537361226884533e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.465848296992772e-05,2010,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.956452974691139e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.784834834183243e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.481969092584339e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.8885342013174894e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.333942130432997e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.237231775394968e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.8216360165198774e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.963266355842193e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.253264082268393e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.5497449799669084e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.0210528595962326e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.087745781580131e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.3174464110868954e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.4289350447505827e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.83657067476941e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.912715356287802e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.4524306389029803e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.1799330165273674e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6226836528496765e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.2651682860742768e-06,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.754281023843705e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.518958843923367e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.7529756653018152e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
3.1078792279843866e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.2610836223640887e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.651419317218496e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.138207540318638e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.2247221676663714e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.786087611638466e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.4908163899572071e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.1785662272644283e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.353500689737821e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.2367878338442635e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.570588948044034e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.5301779737710175e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,E.Asia,EAS,
5.650364937077378e-06,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.652750638537926e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land,S.Asia,SAS,
6.7661601766808e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.8567717921766973e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
9.024078193518286e-06,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
1.3972732013674617e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.7925066305797826e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.050219927518094e-05,2011,GISS-E2-1-G,historical,r8i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.03064014025638e-05,2012,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9754696995410255e-05,2012,GISS-E2-1-G,historical,r8i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
