value,year,esm,experiment,ensemble,variable,continent,type,name,acronym,pr
2.7050951368274284e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.131171676753879e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.6464539806037204e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.9675532026954386e-06,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.0716332050290505e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.463594002957324e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.6779145597651428e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.6821312056091995e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.3579056539203236e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.359728114828858e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.4397662191215594e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.0812326570517025e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.705932060270595e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3583692906088621e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.0420713084249473e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.3714298060191535e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.1734854538316998e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.2843652617371868e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.3208995715264015e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.297305422191762e-06,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.3732772198163677e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.477247783368662e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.6623480953997e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.3250842435087669e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.0124725297720716e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.184785139806107e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.463164832460635e-05,1980,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.957183402917873e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.7667588924581636e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.615841780189604e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.455296941098569e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.3411497838497087e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.291443287133138e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.649558243950632e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
3.118015790458588e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
7.006693182008826e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.4510517606131525e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.706368899216507e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.583948896734593e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.9130100400224482e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.3138911074788425e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.7444060191965158e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.8254012786143293e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.420394293649886e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.2324458106874383e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.579366081796798e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.1128472299052163e-06,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Sahara,SAH,
3.238993833097312e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.6572950716878705e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.7569834207413404e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.707140890053519e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.406459775046795e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.518843732731502e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.296133202020474e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1685797574527407e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.665035101438431e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3458686855426577e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.2108580093141222e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.2283161948467763e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.3618931905133056e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.390143412505937e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.481829345021013e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Asia,EAS,
4.516204751859479e-06,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.466122847501951e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,S.Asia,SAS,
8.231968797851724e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.7522959918619104e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.3911993579926851e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.303570737813893e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.1483219678430937e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.2698739245936564e-05,1981,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
2.0092634948816744e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.813289369891697e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.3016687230585723e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.803273892991745e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.496730409272517e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.7602629308718623e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.100603956442921e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.532451246936199e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.650849817436375e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
6.409504294410167e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
4.5129314384561815e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
4.3765063686662306e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
1.9834229476436846e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.260790326725031e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.7061986350539887e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
2.8824416972042703e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.472564067106955e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.0105404349728987e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.4769966569281521e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
2.1703286992661316e-06,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.8361002295278833e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.1794951867607393e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.4661907432160474e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.037873988227998e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.5470198923638117e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.8069024172699305e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
4.414227034886222e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.0578071626520718e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.537230608943617e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.330973924000086e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.6321975704289618e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.1014102748140015e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.21012745417833e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.859145486767839e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.518753139183353e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Asia,EAS,
2.799973740463431e-06,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.730617451271724e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,S.Asia,SAS,
9.23060407523317e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.47067346657782e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.5477480796300665e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.5270067148223597e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.292371438717628e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.4090465156413456e-05,1982,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.9509604320484495e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.773471449656202e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.7472876554129825e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.5754951904967378e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
3.94543256048759e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
1.9627300009907732e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
3.24641195410504e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
2.5297221847953184e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.533974944099293e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
5.853522721028614e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.661457323764056e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.7955180849967636e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.4433048426239403e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.3238526346663865e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.724700652634693e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
3.22791819879747e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.63971541820937e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
1.9602674154259675e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.4770006483065831e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
4.333297187769795e-06,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.890760874004517e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.724141267071355e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.92525399290855e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.3299095244647247e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.3998379600165678e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.5903552975665813e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.881371041881991e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.2229925377505572e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.4735886812691391e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.327252408905789e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.1590679476874734e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.5095888139394299e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.4038498093544375e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.732833865682249e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
3.858267139687737e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Asia,EAS,
5.805904433066338e-06,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.4154669465976354e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,S.Asia,SAS,
7.030988236287391e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
3.0940716425866553e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.0303147298140246e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.137313514448957e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
1.972878559260998e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.202817781710731e-05,1983,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.7776991197113225e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
1.9793707480435823e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.E.North-America,NEN,
2.6419619835454456e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,W.North-America,WNA,
2.807896078793935e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,C.North-America,CNA,
4.7288585836132066e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,E.North-America,ENA,
2.6167391901722377e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,N.Central-America,NCA,
2.9644405565629202e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land,S.Central-America,SCA,
3.0292880192987656e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,CENTRAL-AMERICA,Land-Ocean,Caribbean,CAR,
6.594439596146552e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.W.South-America,NWS,
4.48930738918301e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.South-America,NSA,
3.673506726289058e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,N.E.South-America,NES,
3.7161841708776814e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,South-American-Monsoon,SAM,
2.8567859708167533e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.W.South-America,SWS,
2.647360423557438e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.E.South-America,SES,
2.7562589758513812e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,SOUTH-AMERICA,Land,S.South-America,SSA,
3.0068419006952636e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,N.Europe,NEU,
2.7242194585684802e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,West&Central-Europe,WCE,
2.2621542804889902e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE,Land,E.Europe,EEU,
1.720314870220074e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED,
3.6264276816835616e-06,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Sahara,SAH,
2.5250257124299178e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Western-Africa,WAF,
3.476070511254628e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Central-Africa,CAF,
1.6911536032823246e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,N.Eastern-Africa,NEAF,
2.8745507252510947e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,S.Eastern-Africa,SEAF,
1.4937226320961237e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,W.Southern-Africa,WSAF,
2.749586553440289e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,E.Southern-Africa,ESAF,
3.109314241872516e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,AFRICA,Land,Madagascar,MDG,
1.1238801903394778e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Arctic,RAR,
1.6667336284717844e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.Siberia,WSB,
1.3924044411758096e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Siberia,ESB,
2.3498823115613918e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Russian-Far-East,RFE,
1.4852767365422406e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,W.C.Asia,WCA,
1.1700618130054532e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.C.Asia,ECA,
2.403645268968999e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Tibetan-Plateau,TIB,
4.038105748455781e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,E.Asia,EAS,
5.999997870414468e-06,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,Arabian-Peninsula,ARP,
3.759861482830267e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land,S.Asia,SAS,
6.722854694028541e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,ASIA,Land-Ocean,S.E.Asia,SEA,
2.5627185478277336e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,N.Australia,NAU,
1.2853441712116145e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,C.Australia,CAU,
2.4429134982115474e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,E.Australia,EAU,
2.1533549308289002e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,S.Australia,SAU,
3.068021816718014e-05,1984,GISS-E2-1-G,historical,r101i1p1f1,pr,OCEANIA,Land,New-Zealand,NZ,
1.9200499259225717e-05,1985,GISS-E2-1-G,historical,r101i1p1f1,pr,NORTH-AMERICA,Land,N.W.North-America,NWN,
